"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26942","Complete onboarding, search Lydia, switch language, and open Crésus page","Wikipedia Mobile App Test","Thu Nov 20 16:29:09 CET 2025","passed","Thu Nov 20 16:29:36 CET 2025","","","",""
